CustomerID,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisits,Churn
441,508.6782581,Sports,2023/11/24 8:37,Student,9,0
442,527.8042333,Clothing,2022/2/1 18:23,Student,11,1
443,527.8042333,Sports,2023/11/24 16:49,Other,9,0
444,837.4246992,Electronics,2023/7/22 13:51,Unemployed,6,0
445,815.907977,Electronics,2023/12/4 19:58,Other,11,0
446,798.5844327,Clothing,2022/4/2 9:17,Other,6,1
447,744.7738858,Electronics,2023/1/4 3:09,Unemployed,14,1
448,805.7566734,Sports,2023/7/4 20:23,Doctor,11,0
449,437.5441669,Clothing,2023/8/12 23:50,Student,10,0
450,630.6063503,Sports,2023/8/27 9:43,Engineer,12,0
451,511.069005,Books,2022/2/19 12:40,Unemployed,15,1
452,344.8933535,Books,2022/7/18 0:37,Unemployed,8,1
453,271.3685154,Sports,2023/12/30 14:36,Artist,9,0
454,330.548872,Home Goods,2022/5/9 15:05,Other,11,1
455,965.3484002,Electronics,2023/10/4 19:30,Student,7,0
456,423.1996854,Books,2023/7/11 17:13,Student,10,0
457,642.5600849,Sports,2023/8/4 9:00,Student,7,0
458,908.5587904,Clothing,2023/7/15 8:56,Artist,8,0
459,513.4597519,Sports,2022/11/25 0:35,Engineer,14,1
460,511.069005,Books,2023/8/19 21:24,Engineer,13,0
461,1001.209604,Electronics,2023/12/8 13:59,Engineer,11,0
462,423.1996854,Sports,2023/7/10 3:47,Doctor,9,0
463,620.4550467,Books,2023/7/25 8:22,Artist,13,0
464,860.7438523,Sports,2022/12/4 15:18,Artist,15,1
465,435.1534199,Sports,2023/10/17 22:32,Other,10,0
466,722.6688477,Books,2022/8/5 7:31,Doctor,10,1
467,884.6513213,Home Goods,2023/12/8 4:42,Other,6,0
468,991.0583001,Clothing,2023/12/12 12:08,Student,8,0
469,893.6259929,Clothing,2023/12/12 3:06,Other,3,0
470,989.2558692,Clothing,2022/1/17 10:41,Engineer,12,1
471,325.7673782,Books,2023/7/13 1:14,Unemployed,7,0
472,622.8457936,Home Goods,2023/8/4 9:22,Engineer,7,0
473,437.5441669,Electronics,2022/6/15 10:24,Other,10,1
474,622.8457936,Electronics,2023/6/12 2:17,Artist,10,0
475,537.955537,Electronics,2022/6/9 15:04,Doctor,11,1
476,893.6259929,Home Goods,2023/7/1 0:39,Other,17,0
477,698.7613786,Electronics,2022/4/11 14:40,Doctor,9,1
478,708.3243662,Books,2023/2/19 7:14,Artist,8,1
479,335.3303659,Sports,2022/11/14 5:20,Other,7,1
480,418.4181916,Electronics,2023/10/26 20:00,Other,6,0
481,1083.709113,Sports,2023/9/28 23:50,Artist,10,0
482,613.871122,Home Goods,2023/12/7 18:08,Doctor,11,0
483,881.6722584,Clothing,2023/10/3 13:54,Artist,13,0
484,530.7832962,Sports,2023/6/30 16:14,Engineer,12,0
485,549.3209555,Sports,2023/11/28 11:28,Doctor,7,0
486,728.0386575,Electronics,2023/10/11 17:57,Other,12,0
487,551.7117024,Sports,2023/12/8 17:23,Doctor,5,0
488,390.3175447,Electronics,2022/4/17 7:24,Unemployed,12,1
489,630.6063503,Clothing,2022/1/7 23:17,Engineer,10,1
490,423.1996854,Sports,2023/12/13 14:56,Other,9,0
491,725.6479106,Clothing,2023/8/19 14:52,Engineer,7,0
492,644.3625157,Clothing,2023/11/2 23:14,Student,9,0
493,644.3625157,Electronics,2023/7/22 4:32,Unemployed,9,0
494,675.4422255,Clothing,2022/1/29 19:35,Artist,12,1
495,815.907977,Sports,2023/5/6 10:27,Doctor,10,1
496,601.9173874,Sports,2023/12/22 6:54,Unemployed,9,0
497,506.8758272,Electronics,2023/10/3 20:24,Student,13,0
498,800.9751796,Clothing,2023/12/12 19:15,Student,7,0
499,753.7485575,Clothing,2022/7/1 2:40,Engineer,13,1
500,658.7069972,Clothing,2023/6/25 8:42,Doctor,3,0
501,554.1024493,Clothing,2023/2/13 21:31,Student,9,1
502,511.069005,Books,2023/8/11 20:53,Artist,11,0
503,891.8235621,Electronics,2022/9/18 23:38,Engineer,13,1
504,715.4966069,Home Goods,2023/7/25 3:35,Unemployed,13,0
505,361.6285818,Home Goods,2022/1/1 7:26,Other,8,1
506,537.955537,Books,2023/11/22 14:20,Doctor,5,0
507,640.1693379,Clothing,2022/2/25 0:27,Engineer,5,1
508,693.9798848,Sports,2022/3/26 18:49,Unemployed,12,1
509,716.084923,Clothing,2022/2/17 16:46,Other,14,1
510,984.4743754,Clothing,2023/8/7 23:26,Student,8,0
511,1013.163338,Home Goods,2023/7/16 17:45,Student,7,0
512,549.9092715,Books,2023/10/3 2:13,Other,9,0
513,364.6076448,Electronics,2022/8/31 11:00,Engineer,7,1
514,1081.906683,Clothing,2022/9/20 17:56,Student,12,1
515,739.992392,Electronics,2022/11/20 17:29,Engineer,11,1
516,247.4610463,Electronics,2023/7/27 10:24,Artist,10,0
517,478.1868643,Books,2022/4/13 3:09,Student,7,1
518,711.3034291,Sports,2023/12/22 17:26,Doctor,10,0
519,713.10586,Clothing,2023/11/30 12:18,Student,6,0
520,632.4087812,Home Goods,2023/8/14 18:03,Doctor,9,0
521,525.4134864,Home Goods,2023/12/18 22:18,Other,6,0
522,582.7914122,Home Goods,2023/7/14 12:36,Engineer,17,0
523,713.10586,Electronics,2023/4/21 2:11,Doctor,16,1
524,799.1727487,Sports,2023/10/17 9:49,Student,3,0
525,594.7451467,Sports,2023/11/19 16:42,Unemployed,19,0
526,699.3496946,Books,2023/1/18 10:43,Engineer,15,1
527,946.2224249,Electronics,2023/11/4 22:31,Doctor,9,0
528,230.725818,Sports,2023/6/12 4:28,Student,11,0
529,523.0227395,Home Goods,2023/9/4 15:38,Student,15,0
530,342.5026066,Home Goods,2023/10/31 18:10,Artist,8,0
531,1074.734442,Home Goods,2023/10/24 14:03,Artist,14,0
532,687.3959601,Sports,2023/1/21 3:31,Unemployed,12,1
533,249.8517932,Home Goods,2023/10/30 18:30,Other,7,0
534,558.8839431,Sports,2023/9/26 10:13,Engineer,12,0
535,511.069005,Sports,2023/6/8 6:50,Artist,13,0
536,732.2318353,Clothing,2022/7/5 6:25,Unemployed,10,1
537,706.5219353,Home Goods,2022/11/1 2:48,Doctor,7,1
538,525.4134864,Sports,2023/11/21 0:29,Engineer,6,0
539,473.4053705,Sports,2022/10/3 3:15,Engineer,10,1
540,518.8295617,Home Goods,2023/10/27 13:12,Other,11,0
541,506.8758272,Home Goods,2023/7/19 1:06,Other,9,0
542,713.10586,Home Goods,2023/9/13 17:07,Other,14,0
543,732.8201513,Books,2023/5/23 4:05,Artist,9,1
544,1081.906683,Home Goods,2022/10/19 1:21,Engineer,9,1
545,713.10586,Clothing,2023/6/16 5:39,Other,4,0
546,984.4743754,Electronics,2023/10/8 10:49,Unemployed,8,0
547,898.4074868,Sports,2023/10/15 3:00,Engineer,13,0
548,723.2571637,Home Goods,2023/8/8 2:22,Student,9,0
549,994.0373631,Books,2023/10/30 23:35,Unemployed,10,0
550,304.8389721,Sports,2023/6/20 1:18,Other,14,0
551,492.5313457,Sports,2023/7/30 5:16,Unemployed,10,0
552,793.8029389,Clothing,2023/11/22 15:40,Engineer,13,0
553,627.6272874,Books,2022/8/28 0:25,Engineer,8,1
554,537.955537,Sports,2022/10/15 12:22,Other,11,1
555,437.5441669,Clothing,2023/6/1 7:38,Artist,4,0
556,900.7982337,Books,2023/6/12 17:08,Other,15,0
557,641.9717688,Books,2022/7/8 10:53,Student,14,1
558,527.8042333,Home Goods,2023/8/21 22:50,Artist,18,0
559,908.5587904,Books,2023/8/17 21:25,Engineer,11,0
560,708.9126822,Clothing,2023/12/18 0:10,Student,7,0
561,432.762673,Books,2022/10/13 15:17,Doctor,6,1
562,530.1949802,Books,2023/8/31 8:28,Artist,4,0
563,525.4134864,Books,2022/11/23 0:12,Engineer,10,1
564,359.2378349,Home Goods,2023/12/19 19:34,Unemployed,13,0
565,585.1821591,Sports,2022/5/23 0:25,Other,11,1
566,620.4550467,Books,2022/12/20 8:06,Unemployed,10,1
567,613.871122,Electronics,2023/12/23 10:31,Engineer,11,0
568,642.5600849,Sports,2023/10/1 15:02,Doctor,8,0
569,395.0990385,Electronics,2023/7/13 1:43,Doctor,14,0
570,627.6272874,Books,2023/7/1 22:07,Student,13,0
571,419.0065076,Home Goods,2023/9/13 18:58,Unemployed,10,0
572,435.1534199,Clothing,2022/9/20 3:31,Doctor,8,1
573,908.5587904,Sports,2023/9/11 23:18,Artist,14,0
574,521.2203086,Books,2023/10/12 6:56,Other,12,0
575,639.5810219,Electronics,2023/7/8 15:01,Doctor,6,0
576,882.2605744,Books,2023/8/25 10:11,Artist,11,0
577,320.9858844,Clothing,2022/6/24 16:05,Unemployed,11,1
578,616.2618689,Books,2022/1/27 19:31,Artist,11,1
579,699.3496946,Electronics,2023/9/16 21:06,Engineer,14,0
580,729.8410884,Electronics,2023/1/16 0:02,Other,8,1
581,420.8089385,Books,2022/6/13 15:05,Artist,11,1
582,361.6285818,Books,2023/10/15 0:56,Other,10,0
583,598.9383245,Sports,2022/12/18 19:03,Engineer,8,1
584,247.4610463,Home Goods,2023/1/23 6:54,Doctor,8,1
585,342.5026066,Clothing,2022/7/1 22:55,Engineer,11,1
586,511.069005,Home Goods,2022/7/29 19:23,Unemployed,8,1
587,578.0099184,Books,2023/6/2 18:00,Other,11,0
588,908.5587904,Home Goods,2023/10/2 13:04,Unemployed,10,0
589,1195.485902,Clothing,2023/8/13 3:59,Artist,10,0
590,414.2250138,Home Goods,2023/2/14 23:03,Unemployed,8,1
591,615.6735529,Clothing,2023/7/3 17:11,Student,11,0
592,732.8201513,Electronics,2023/7/31 5:08,Artist,8,0
593,1279.162044,Electronics,2022/6/2 6:11,Student,6,1
594,815.907977,Books,2023/2/6 11:16,Other,4,1
595,642.5600849,Home Goods,2022/7/13 16:17,Unemployed,10,1
596,552.3000184,Electronics,2023/11/27 5:08,Other,13,0
597,450.0862174,Home Goods,2023/8/26 19:17,Doctor,12,0
598,642.5600849,Electronics,2023/8/15 5:00,Doctor,10,0
599,252.2425401,Books,2023/7/6 19:42,Other,10,0
600,504.4850803,Electronics,2023/11/14 20:50,Other,7,0
601,623.4341096,Electronics,2022/12/8 0:22,Unemployed,4,1
602,920.5125249,Clothing,2023/1/11 10:02,Doctor,13,1
603,620.4550467,Books,2023/9/17 23:24,Doctor,17,0
604,901.3865497,Sports,2023/7/9 14:21,Other,20,0
605,634.7995281,Home Goods,2023/7/31 1:17,Unemployed,8,0
606,763.3115451,Sports,2023/6/2 21:17,Unemployed,9,0
607,447.1071545,Sports,2022/2/12 5:41,Student,7,1
608,433.3509891,Clothing,2022/11/13 5:31,Engineer,5,1
609,511.069005,Sports,2023/6/7 12:40,Student,13,0
610,824.8826487,Electronics,2023/11/25 4:48,Artist,10,0
611,449.4979014,Clothing,2022/4/21 21:28,Other,4,1
612,492.5313457,Clothing,2023/11/9 14:58,Artist,7,0
613,713.10586,Clothing,2023/9/4 0:59,Doctor,11,0
614,680.2237194,Books,2023/6/3 18:39,Other,13,0
615,900.7982337,Sports,2023/9/21 2:07,Artist,9,0
616,416.0274447,Clothing,2023/7/8 7:42,Other,11,0
617,835.0339523,Electronics,2023/11/2 17:25,Doctor,13,0
618,989.2558692,Electronics,2023/11/24 9:55,Other,15,0
619,647.3415787,Clothing,2023/10/23 16:28,Unemployed,17,0
620,549.9092715,Books,2023/9/26 12:06,Other,8,0
621,459.060889,Home Goods,2023/10/7 3:52,Other,9,0
622,622.8457936,Clothing,2022/9/26 3:46,Engineer,10,1
623,815.907977,Home Goods,2022/9/2 22:47,Unemployed,12,1
624,881.6722584,Books,2022/7/6 21:49,Unemployed,10,1
625,713.10586,Clothing,2023/9/4 3:50,Unemployed,9,0
626,473.4053705,Clothing,2022/10/8 22:50,Doctor,11,1
627,342.5026066,Electronics,2022/4/17 9:43,Doctor,13,1
628,544.5394617,Clothing,2023/9/9 23:11,Engineer,7,0
629,853.5716115,Clothing,2023/10/19 13:44,Unemployed,12,0
630,537.955537,Clothing,2023/3/15 18:33,Engineer,10,1
631,530.7832962,Electronics,2022/12/9 22:33,Other,10,1
632,526.0018024,Home Goods,2023/7/21 23:16,Doctor,14,0
633,670.6607317,Electronics,2022/1/8 0:02,Unemployed,16,1
634,706.5219353,Electronics,2023/9/25 20:40,Engineer,16,0
635,620.4550467,Clothing,2023/10/5 2:34,Other,7,0
636,808.7357363,Clothing,2023/12/25 16:11,Artist,13,0
637,715.4966069,Sports,2023/7/18 9:01,Unemployed,11,0
638,527.8042333,Sports,2023/6/16 6:41,Artist,7,0
639,361.6285818,Books,2023/11/7 4:53,Artist,9,0
640,515.8504988,Sports,2022/2/4 7:52,Student,8,1
641,537.955537,Clothing,2023/7/30 0:54,Unemployed,11,0
642,352.0655942,Books,2023/9/8 17:26,Other,6,0
643,340.1118597,Home Goods,2023/5/8 14:41,Engineer,12,1
644,913.3402842,Sports,2022/9/19 15:16,Engineer,6,1
645,423.1996854,Sports,2023/10/5 12:54,Engineer,6,0
646,896.6050559,Clothing,2023/12/4 8:49,Artist,8,0
647,711.3034291,Clothing,2023/9/10 14:26,Unemployed,15,0
648,815.907977,Electronics,2023/6/6 23:53,Student,19,0
649,713.10586,Electronics,2023/8/16 3:51,Doctor,11,0
650,1110.595645,Sports,2022/10/12 5:57,Student,7,1
651,732.2318353,Sports,2023/10/13 2:11,Other,5,0
652,651.5347565,Books,2023/10/13 14:13,Other,7,0
653,805.7566734,Sports,2023/7/9 5:51,Engineer,8,0
654,630.6063503,Clothing,2022/4/28 18:48,Student,9,1
655,727.4503415,Clothing,2023/11/11 9:42,Other,12,0
656,825.4709647,Books,2023/11/28 19:06,Artist,11,0
657,886.4537522,Home Goods,2023/9/16 8:56,Engineer,8,0
658,582.7914122,Home Goods,2023/12/12 22:38,Other,7,0
659,622.8457936,Clothing,2023/6/5 10:07,Student,16,0
660,677.8329724,Electronics,2023/10/7 16:12,Other,9,0
661,739.992392,Home Goods,2023/8/7 11:09,Other,12,0
662,713.10586,Electronics,2022/5/31 2:30,Student,12,1
663,642.5600849,Clothing,2023/8/9 9:24,Doctor,8,0
664,235.5073118,Clothing,2023/7/25 18:22,Other,10,0
665,735.2108982,Electronics,2022/4/5 17:39,Other,14,1
666,506.8758272,Clothing,2022/11/10 12:47,Engineer,11,1
667,601.3290714,Sports,2023/12/7 0:31,Doctor,7,0
668,421.3972545,Clothing,2023/9/4 4:10,Engineer,13,0
669,805.7566734,Sports,2022/1/11 3:32,Doctor,13,1
670,511.657321,Books,2023/12/29 9:33,Student,14,0
671,815.319661,Electronics,2023/11/15 19:54,Artist,13,0
672,642.5600849,Home Goods,2022/12/13 17:26,Doctor,7,1
673,482.9683581,Books,2023/7/22 5:29,Engineer,7,0
674,511.657321,Electronics,2023/10/6 18:01,Unemployed,5,0
675,342.5026066,Home Goods,2022/4/11 9:20,Unemployed,10,1
676,494.9220926,Sports,2023/7/13 9:47,Doctor,8,0
677,768.0930389,Home Goods,2023/7/5 13:22,Student,5,0
678,542.7370308,Sports,2023/9/22 18:25,Other,11,0
679,430.3719261,Clothing,2023/8/16 12:02,Other,12,0
680,641.9717688,Clothing,2023/1/17 15:35,Doctor,11,1
681,846.3993708,Sports,2023/8/26 0:56,Artist,8,0
682,570.8376776,Books,2022/7/26 10:12,Engineer,5,1
683,720.8664168,Home Goods,2023/11/24 1:25,Unemployed,7,0
684,713.10586,Sports,2022/7/23 13:56,Engineer,18,1
685,639.5810219,Books,2023/8/30 9:13,Engineer,8,0
686,620.4550467,Home Goods,2022/5/8 10:53,Doctor,11,1
687,760.9207982,Books,2023/8/28 17:14,Student,16,0
688,723.2571637,Sports,2023/10/25 22:31,Engineer,9,0
689,737.0133291,Home Goods,2022/11/7 17:18,Student,11,1
690,515.8504988,Home Goods,2023/6/1 17:28,Artist,13,0
691,527.8042333,Books,2023/9/6 23:33,Other,12,0
692,435.1534199,Clothing,2023/11/29 2:28,Artist,9,0
693,634.7995281,Home Goods,2023/10/12 1:50,Other,9,0
694,908.5587904,Books,2022/12/7 3:20,Other,13,1
695,539.7579678,Clothing,2023/12/5 8:52,Student,5,0
696,603.7198183,Electronics,2023/11/2 23:51,Doctor,12,0
697,530.1949802,Books,2023/7/31 17:02,Doctor,13,0
698,331.1371881,Home Goods,2023/11/25 16:00,Doctor,11,0
699,620.4550467,Electronics,2023/7/21 20:22,Unemployed,8,0
700,368.8008226,Sports,2022/5/17 17:07,Artist,7,1
701,482.9683581,Electronics,2023/7/12 6:54,Artist,9,0
702,994.0373631,Electronics,2023/9/24 0:31,Other,11,0
703,815.907977,Electronics,2023/5/17 8:32,Engineer,5,1
704,808.1474203,Clothing,2023/12/28 2:19,Student,12,0
705,728.0386575,Clothing,2022/5/28 18:30,Unemployed,7,1
706,521.2203086,Clothing,2023/10/14 3:44,Other,11,0
707,537.3672209,Electronics,2023/6/16 13:52,Unemployed,13,0
708,630.6063503,Home Goods,2023/6/27 22:40,Engineer,9,0
709,691.5891379,Home Goods,2023/10/5 18:04,Student,14,0
710,525.4134864,Electronics,2023/10/14 8:49,Doctor,9,0
711,917.533462,Electronics,2023/6/1 16:41,Engineer,17,0
712,886.4537522,Home Goods,2023/2/16 1:49,Doctor,8,1
713,800.9751796,Books,2023/5/2 2:08,Doctor,8,1
714,732.2318353,Sports,2023/9/20 14:44,Other,10,0
715,884.6513213,Electronics,2023/6/27 5:56,Other,6,0
716,432.762673,Electronics,2023/10/10 7:22,Doctor,11,0
717,445.3047236,Clothing,2023/10/10 6:20,Doctor,7,0
718,863.1345992,Clothing,2023/9/18 6:59,Other,8,0
719,1003.600351,Electronics,2023/10/19 21:47,Artist,16,0
720,369.3891386,Books,2023/11/20 21:53,Other,14,0
721,530.1949802,Books,2022/2/24 3:46,Other,15,1
722,670.6607317,Clothing,2023/5/7 14:28,Engineer,8,1
723,794.3912549,Sports,2023/6/16 10:08,Other,9,0
724,896.6050559,Electronics,2023/9/13 15:53,Unemployed,17,0
725,723.2571637,Books,2023/11/5 2:58,Student,12,0
726,1064.583138,Books,2023/12/25 5:06,Artist,5,0
727,449.4979014,Electronics,2022/3/13 16:45,Engineer,9,1
728,737.0133291,Sports,2023/8/23 2:37,Doctor,8,0
729,922.3149558,Clothing,2022/1/2 4:16,Artist,9,1
730,720.2781008,Electronics,2023/4/21 3:41,Student,10,1
731,549.9092715,Sports,2023/7/21 9:57,Doctor,11,0
732,420.8089385,Home Goods,2023/7/19 18:17,Engineer,12,0
733,526.0018024,Home Goods,2023/4/14 3:35,Artist,12,1
734,530.1949802,Sports,2022/3/25 7:23,Doctor,11,1
735,359.2378349,Clothing,2023/12/18 15:54,Artist,4,0
736,618.0642998,Electronics,2023/12/14 4:08,Doctor,11,0
737,397.4897855,Books,2023/12/3 8:54,Doctor,10,0
738,157.2009799,Electronics,2023/4/5 6:54,Doctor,9,1
739,622.8457936,Clothing,2023/7/7 10:53,Artist,10,0
740,848.7901177,Home Goods,2023/7/3 15:51,Unemployed,8,0
741,530.1949802,Electronics,2022/3/29 23:37,Student,6,1
742,279.1290721,Sports,2023/11/30 18:58,Other,9,0
743,739.992392,Electronics,2023/12/21 9:28,Other,7,0
744,597.1358936,Electronics,2023/11/13 22:12,Other,6,0
745,340.1118597,Home Goods,2023/7/18 12:20,Artist,10,0
746,558.8839431,Home Goods,2022/5/15 13:12,Engineer,7,1
747,976.7138187,Books,2022/11/1 3:08,Other,13,1
748,454.2793952,Home Goods,2022/1/12 5:44,Student,10,1
749,1069.364632,Home Goods,2022/6/22 14:14,Student,13,1
750,639.5810219,Electronics,2022/6/17 0:45,Doctor,11,1
751,994.0373631,Home Goods,2023/11/12 10:28,Other,7,0
752,603.7198183,Electronics,2023/8/29 23:44,Engineer,4,0
753,1067.562201,Electronics,2022/2/3 19:22,Artist,10,1
754,592.3543998,Sports,2023/11/10 23:00,Doctor,13,0
755,457.2584581,Electronics,2023/6/10 9:24,Other,12,0
756,993.449047,Books,2023/6/20 0:19,Engineer,10,0
757,546.9302086,Electronics,2023/7/21 12:36,Engineer,7,0
758,820.1011548,Electronics,2023/12/4 0:22,Student,7,0
759,898.4074868,Clothing,2023/10/4 9:23,Engineer,4,0
760,582.7914122,Books,2023/6/23 17:15,Unemployed,14,0
761,442.9139767,Clothing,2022/11/25 9:43,Engineer,13,1
762,547.5185246,Sports,2023/9/26 5:17,Unemployed,7,0
763,599.5266405,Electronics,2023/8/15 20:53,Doctor,14,0
764,276.1500092,Books,2023/11/25 7:01,Artist,4,0
765,792.000508,Books,2023/10/14 15:02,Artist,13,0
766,630.6063503,Sports,2023/10/5 22:29,Unemployed,12,0
767,435.1534199,Home Goods,2023/1/23 5:17,Student,11,1
768,606.6988812,Books,2023/10/12 20:28,Artist,9,0
769,744.7738858,Home Goods,2023/6/3 21:58,Engineer,8,0
770,266.5870216,Sports,2022/11/23 11:48,Artist,10,1
771,554.6907653,Home Goods,2023/7/17 21:42,Doctor,10,0
772,527.8042333,Sports,2023/12/26 3:03,Engineer,3,0
773,715.4966069,Electronics,2023/6/22 13:55,Doctor,11,0
774,530.1949802,Electronics,2022/4/6 12:30,Other,12,1
775,668.2699848,Electronics,2023/6/1 21:18,Artist,14,0
776,808.7357363,Clothing,2022/5/29 17:18,Student,7,1
777,374.1706324,Books,2022/4/5 13:03,Engineer,11,1
778,896.6050559,Sports,2023/8/3 14:46,Other,12,0
779,542.1487148,Home Goods,2023/11/30 4:09,Doctor,9,0
780,527.8042333,Sports,2023/9/7 2:53,Unemployed,12,0
781,723.2571637,Clothing,2023/10/12 22:14,Doctor,12,0
782,867.916093,Home Goods,2023/7/29 3:51,Unemployed,11,0
783,154.810233,Clothing,2023/9/17 7:11,Unemployed,10,0
784,349.6748473,Home Goods,2023/6/22 3:55,Student,13,0
785,582.7914122,Books,2023/8/27 17:12,Unemployed,12,0
786,734.6225822,Electronics,2023/8/9 4:15,Engineer,4,0
787,444.7164076,Electronics,2023/7/27 19:57,Artist,8,0
788,461.4516359,Books,2023/7/8 8:42,Doctor,16,0
789,799.1727487,Books,2023/12/12 16:40,Other,8,0
790,808.7357363,Electronics,2022/2/14 1:48,Engineer,9,1
791,836.8363832,Sports,2023/7/29 23:10,Unemployed,11,0
792,803.3659265,Home Goods,2023/8/16 22:47,Engineer,7,0
793,530.7832962,Sports,2023/12/15 23:15,Engineer,11,0
794,919.9242089,Sports,2023/9/13 2:20,Student,5,0
795,723.2571637,Books,2022/5/21 19:16,Unemployed,11,1
796,537.955537,Electronics,2023/8/10 20:45,Engineer,13,0
797,803.3659265,Home Goods,2023/8/27 2:43,Other,12,0
798,1005.402782,Electronics,2023/7/11 6:35,Doctor,9,0
799,530.1949802,Electronics,2023/7/19 21:59,Student,7,0
800,735.2108982,Electronics,2022/7/17 13:44,Engineer,12,1
801,756.1393044,Books,2023/12/29 15:20,Doctor,13,0
802,554.6907653,Electronics,2023/12/18 11:34,Doctor,11,0
803,542.1487148,Electronics,2023/10/25 21:29,Unemployed,8,0
804,1093.860417,Home Goods,2023/12/2 23:37,Engineer,13,0
805,1005.991098,Books,2023/12/8 17:51,Unemployed,9,0
806,547.5185246,Sports,2023/10/22 1:55,Doctor,17,0
807,449.4979014,Clothing,2023/11/23 8:06,Engineer,11,0
808,900.7982337,Electronics,2023/9/23 16:13,Other,9,0
809,698.7613786,Electronics,2023/8/5 20:51,Unemployed,10,0
810,397.4897855,Home Goods,2023/8/19 9:50,Unemployed,10,0
811,1069.364632,Sports,2023/12/15 4:38,Artist,14,0
812,661.0977441,Clothing,2023/8/31 6:28,Other,10,0
813,530.1949802,Home Goods,2023/11/9 19:20,Other,10,0
814,791.412192,Clothing,2023/2/20 20:39,Student,8,1
815,642.5600849,Home Goods,2022/1/28 16:58,Doctor,6,1
816,716.084923,Home Goods,2023/11/25 3:32,Doctor,9,0
817,613.871122,Books,2023/7/3 4:10,Unemployed,6,0
818,716.084923,Home Goods,2023/6/5 5:39,Doctor,6,0
819,454.2793952,Sports,2023/2/27 5:49,Doctor,15,1
820,620.4550467,Books,2023/7/21 23:58,Engineer,8,0
821,527.8042333,Clothing,2023/7/30 16:23,Artist,4,0
822,970.129894,Books,2023/12/23 22:22,Engineer,10,0
823,526.0018024,Clothing,2023/3/31 11:29,Engineer,13,1
824,245.0702994,Clothing,2022/5/18 1:51,Doctor,11,1
825,827.8617116,Clothing,2023/11/6 6:53,Doctor,11,0
826,575.6191715,Home Goods,2023/9/16 12:56,Doctor,9,0
827,421.3972545,Sports,2023/9/3 17:25,Engineer,19,0
828,898.4074868,Books,2023/10/1 7:39,Other,11,0
829,696.9589477,Clothing,2022/6/12 14:45,Other,13,1
830,693.9798848,Sports,2023/9/4 6:34,Engineer,14,0
831,482.9683581,Clothing,2023/7/5 21:42,Artist,5,0
832,806.3449894,Clothing,2023/4/28 2:16,Unemployed,7,1
833,884.0630053,Electronics,2023/10/16 10:26,Other,15,0
834,634.7995281,Clothing,2023/5/22 21:04,Other,9,1
835,988.6675532,Electronics,2023/7/25 21:33,Engineer,9,0
836,877.4790806,Electronics,2022/4/18 10:38,Doctor,8,1
837,404.6620262,Clothing,2023/9/20 14:44,Engineer,12,0
838,451.8886483,Sports,2023/12/3 19:04,Student,7,0
839,639.5810219,Sports,2023/9/28 8:08,Engineer,9,0
840,732.2318353,Home Goods,2023/9/14 3:05,Engineer,18,0
841,1013.163338,Electronics,2022/1/23 13:59,Student,5,1
842,715.4966069,Sports,2022/5/31 18:24,Artist,11,1
843,704.1311884,Sports,2023/7/16 21:58,Engineer,9,0
844,526.0018024,Home Goods,2023/7/20 6:55,Student,4,0
845,178.717702,Electronics,2023/6/6 10:28,Other,11,0
846,309.6204659,Clothing,2023/10/26 13:53,Student,12,0
847,506.8758272,Electronics,2023/6/7 0:21,Other,7,0
848,941.4409311,Books,2022/6/13 17:08,Student,11,1
849,900.7982337,Sports,2022/1/11 20:50,Artist,11,1
850,466.2331297,Home Goods,2023/11/28 10:33,Student,18,0
851,620.4550467,Electronics,2023/12/5 13:44,Unemployed,10,0
852,570.8376776,Home Goods,2023/7/11 8:07,Doctor,9,0
853,623.4341096,Books,2023/3/3 21:26,Unemployed,10,1
854,432.762673,Clothing,2023/7/17 18:49,Engineer,11,0
855,454.2793952,Clothing,2022/3/30 4:32,Artist,3,1
856,900.7982337,Sports,2023/10/23 8:38,Other,9,0
857,527.8042333,Electronics,2023/11/6 5:17,Other,9,0
858,442.3256607,Books,2023/8/21 6:42,Artist,9,0
859,713.10586,Electronics,2022/10/11 22:21,Artist,10,1
860,646.7532627,Electronics,2022/8/2 0:21,Engineer,12,1
861,701.1521255,Home Goods,2023/10/28 22:41,Student,11,0
862,630.6063503,Sports,2023/10/13 5:25,Engineer,10,0
863,760.9207982,Sports,2022/7/13 10:47,Student,18,1
864,537.955537,Electronics,2022/4/10 12:41,Student,8,1
865,525.4134864,Electronics,2023/8/18 2:27,Unemployed,11,0
866,428.5694952,Books,2022/1/19 0:43,Student,5,1
867,723.2571637,Electronics,2023/6/20 21:29,Engineer,13,0
868,437.5441669,Sports,2022/4/1 11:22,Student,17,1
869,623.4341096,Home Goods,2023/7/31 4:08,Other,16,0
870,542.7370308,Books,2023/9/2 7:45,Other,7,0
871,692.1774539,Home Goods,2023/10/16 10:13,Engineer,11,0
872,349.6748473,Electronics,2023/11/9 16:52,Artist,7,0
873,668.2699848,Books,2022/9/29 18:58,Unemployed,8,1
874,663.488491,Home Goods,2023/10/5 18:49,Student,13,0
875,853.5716115,Books,2023/8/14 22:17,Artist,7,0
876,832.0548894,Clothing,2023/8/11 7:33,Artist,16,0
877,744.1855698,Clothing,2023/12/5 9:48,Engineer,12,0
878,713.10586,Sports,2023/7/31 10:30,Artist,8,0
