CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases
900,70,Other,South,Gold,5
901,25,Other,South,Silver,7
902,19,Other,West,Gold,5
903,37,Male,North,Platinum,4
904,27,Male,East,Platinum,3
905,35,Male,West,Gold,7
906,77,Other,West,Platinum,4
907,74,Female,East,Platinum,4
908,33,Male,North,Bronze,6
909,56,Female,East,Gold,6
910,30,Other,West,Silver,7
911,35,Male,East,Platinum,4
912,21,Other,South,Silver,2
913,25,Female,South,Bronze,7
914,63,Other,South,Platinum,2
915,77,Other,North,Silver,9
916,63,Male,South,Bronze,6
917,72,Female,East,Gold,5
918,28,Male,North,Gold,6
919,34,Other,East,Gold,4
920,21,Other,North,Bronze,3
921,21,Female,East,Platinum,9
922,75,Other,West,Silver,5
923,27,Male,North,Silver,6
924,27,Female,West,Gold,2
925,27,Other,West,Silver,4
926,28,Male,West,Bronze,7
927,38,Male,West,Platinum,6
928,35,Female,West,Platinum,5
929,21,Other,West,Bronze,6
930,28,Male,East,Platinum,5
931,37,Female,South,Bronze,4
932,67,Male,North,Bronze,6
933,77,Other,East,Silver,10
934,25,Male,East,Bronze,4
935,28,Other,East,Silver,2
936,20,Male,East,Platinum,2
937,27,Other,South,Gold,10
938,58,Male,South,Platinum,5
939,67,Male,North,Silver,3
940,22,Female,North,Bronze,6
941,59,Other,East,Platinum,5
942,35,Male,North,Silver,3
943,35,Female,West,Platinum,6
944,78,Male,East,Gold,6
945,33,Female,North,Gold,10
946,22,Male,North,Platinum,6
947,27,Female,West,Gold,4
948,50,Other,East,Silver,4
949,59,Male,South,Bronze,7
950,49,Other,East,Bronze,3
951,62,Other,South,Platinum,10
952,38,Female,North,Platinum,3
953,50,Other,South,Silver,3
954,19,Female,East,Bronze,6
955,20,Female,North,Bronze,6
956,30,Female,South,Silver,8
957,27,Female,South,Gold,5
958,35,Female,East,Bronze,5
959,40,Male,North,Platinum,8
960,27,Male,North,Gold,7
961,70,Other,South,Bronze,6
962,35,Male,South,Gold,4
963,38,Female,South,Gold,7
964,22,Female,West,Bronze,7
965,27,Male,North,Bronze,7
966,65,Other,South,Silver,7
967,38,Other,South,Platinum,2
968,27,Male,North,Bronze,8
969,22,Female,West,Bronze,6
970,67,Female,North,Platinum,12
971,66,Other,West,Silver,4
972,35,Male,East,Gold,7
973,27,Female,North,Platinum,6
974,36,Other,North,Silver,7
975,28,Other,East,Gold,3
976,38,Male,North,Platinum,6
977,35,Other,East,Silver,5
978,43,Female,West,Bronze,5
979,51,Other,North,Bronze,6
980,27,Other,East,Gold,8
981,35,Other,South,Bronze,7
982,40,Male,West,Gold,6
983,26,Female,West,Silver,10
984,35,Other,South,Bronze,5
985,28,Male,South,Gold,4
986,62,Other,East,Platinum,7
987,33,Female,South,Silver,9
988,27,Other,North,Bronze,4
989,27,Male,East,Bronze,9
990,35,Other,West,Gold,4
991,40,Other,North,Platinum,6
992,38,Other,North,Bronze,9
993,35,Male,West,Gold,6
994,57,Other,North,Bronze,9
995,35,Other,West,Silver,8
996,26,Male,West,Bronze,5
997,26,Male,West,Gold,4
998,53,Female,West,Gold,6
999,50,Male,East,Gold,9
1000,57,Other,North,Platinum,8
